unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
O=C1NC=NCC1C#N,OC1NCNCC1CN,41.05691262,4,6.149687078
O=C1OC=NCC1C#C,OC1OCNCC1CC,89.9995145,4,6.150214039
N=C1NCC(=O)C1C#N,NC1NCC(O)C1CN,66.56364513,4,6.149687078
N=C1OCC(=O)C1C#C,NC1OCC(O)C1CC,106.0702,4,6.150214039
N=C1OCC(=O)C1C#N,NC1OCC(O)C1CN,67.88295888,4,6.103874423
O=C1CNC(=O)C1C#C,OC1CNC(O)C1CC,86.94540163,4,6.150214039
O=C1COC(=O)C1C#C,OC1COC(O)C1CC,95.8543795,4,6.104393562
N=C1CC=C(CO1)C#C,NC1CCC(CO1)CC,107.0376967,4,6.244493297
N=C1CC=C(CO1)C#N,NC1CCC(CO1)CN,75.92092712,4,6.196727589
N=C1NC=C(CO1)C#N,NC1NCC(CO1)CN,59.06521713,4,6.149687078
O=C1CC=C(CN1)C#C,OC1CCC(CN1)CC,89.1120955,4,6.244493297
O=C1CC=C(CN1)C#N,OC1CCC(CN1)CN,59.079001,4,6.196727589
O=C1CC=C(CO1)C#C,OC1CCC(CO1)CC,99.916028,4,6.197262643
O=C1CC=C(CO1)C#N,OC1CCC(CO1)CN,59.73931425,4,6.150214039
O=C1CCC(=CC1)C#C,OC1CCC(CC1)CC,104.7187239,4,6.293001101
O=C1CCC(=CC1)C#N,OC1CCC(CC1)CN,65.40579963,4,6.244493297
O=C1CCC(=CN1)C#C,OC1CCC(CN1)CC,84.4492075,4,6.244493297
O=C1CCC(=CN1)C#N,OC1CCC(CN1)CN,53.392168,4,6.196727589
O=C1CNC(=NC1)C#C,OC1CNC(NC1)CC,96.25214275,4,6.196727589
O=C1CNC(=NC1)C#N,OC1CNC(NC1)CN,69.53242925,4,6.149687078
O=C1COC(=NC1)C#C,OC1COC(NC1)CC,103.334429,4,6.150214039
O=C1COC(=NC1)C#N,OC1COC(NC1)CN,67.7142705,4,6.103874423
O=C1NC=C(CO1)C#C,OC1NCC(CO1)CC,88.82985425,4,6.150214039
O=C1NC=C(CO1)C#N,OC1NCC(CO1)CN,53.49390613,4,6.103874423
O=C1NCC(=CN1)C#C,OC1NCC(CN1)CC,78.313414,4,6.196727589
O=C1NCC(=CN1)C#N,OC1NCC(CN1)CN,39.403504,4,6.149687078
N=C1NCC(C#C)C1=O,NC1NCC(CC)C1O,105.8962606,4,6.196727589
N=C1NCC(C#N)C1=O,NC1NCC(CN)C1O,67.73067987,4,6.149687078
N=C1OCC(C#C)C1=O,NC1OCC(CC)C1O,111.7498129,4,6.150214039
O=C1CCC(C#C)C1=O,OC1CCC(CC)C1O,98.83300925,4,6.197262643
O=C1CNC(C#C)C1=O,OC1CNC(CC)C1O,114.6568978,4,6.150214039
O=C1COC(C#C)C1=O,OC1COC(CC)C1O,116.503937,4,6.104393562
O=C1NCC(C#C)C1=O,OC1NCC(CC)C1O,91.06743663,4,6.150214039
O=C1OCC(C#C)C1=O,OC1OCC(CC)C1O,102.016428,4,6.104393562
N=C1OCC(C=C1)C#C,NC1OCC(CC1)CC,109.4964775,4,6.244493297
N=C1OCC(C=C1)C#N,NC1OCC(CC1)CN,73.5533825,4,6.196727589
O=C1CCC(C=C1)C#C,OC1CCC(CC1)CC,106.1030188,4,6.293001101
O=C1CCC(C=C1)C#N,OC1CCC(CC1)CN,66.3332575,4,6.244493297
O=C1CNC(C=C1)C#C,OC1CNC(CC1)CC,108.9516863,4,6.244493297
O=C1CNC(C=C1)C#N,OC1CNC(CC1)CN,78.617972,4,6.196727589
O=C1COC(C=C1)C#C,OC1COC(CC1)CC,117.7635206,4,6.197262643
O=C1COC(C=C1)C#N,OC1COC(CC1)CN,81.8079545,4,6.150214039
O=C1NCC(C=C1)C#C,OC1NCC(CC1)CC,91.32407925,4,6.244493297
O=C1NCC(C=C1)C#N,OC1NCC(CC1)CN,58.62938413,4,6.196727589
O=C1OCC(C=C1)C#C,OC1OCC(CC1)CC,103.4538893,4,6.197262643
O=C1OCC(C=C1)C#N,OC1OCC(CC1)CN,63.17412463,4,6.150214039
N=C1OCC(CC#C)=C1,NC1OCC(CCC)C1,108.6786342,4,6.244493297
N=C1OCC(CC#N)=C1,NC1OCC(CCN)C1,65.1150255,4,6.196727589
O=C1CCC(CC#C)=C1,OC1CCC(CCC)C1,104.1706507,4,6.293001101
O=C1CCC(CC#N)=C1,OC1CCC(CCN)C1,63.52791075,4,6.244493297
O=C1NCC(CC#C)=C1,OC1NCC(CCC)C1,93.45861075,4,6.244493297
N=C1NCC1(C#C)C#N,NC1NCC1(CC)CN,100.8764359,5,7.80493757
N=C1NCC1(C#N)C#N,NC1NCC1(CN)CN,69.6560903,5,7.745240784
N=C1OCC1(C#C)C#C,NC1OCC1(CC)CC,131.0303034,5,7.805616621
N=C1OCC1(C#C)C#N,NC1OCC1(CC)CN,100.5025647,5,7.745909486
N=C1OCC1(C#N)C#N,NC1OCC1(CN)CN,72.8198178,5,7.687108847
O=C1CCC1(C#C)C#C,OC1CCC1(CC)CC,128.355444,5,7.866251376
O=C1CCC1(C#C)C#N,OC1CCC1(CC)CN,96.6745857,5,7.805616621
O=C1CCC1(C#N)C#N,OC1CCC1(CN)CN,69.7663613,5,7.745909486
O=C1CNC1(C#C)C#C,OC1CNC1(CC)CC,130.0362891,5,7.805616621
O=C1CNC1(C#C)C#N,OC1CNC1(CC)CN,104.0737698,5,7.745909486
O=C1CNC1(C#N)C#N,OC1CNC1(CN)CN,76.0507581,5,7.687108847
O=C1COC1(C#C)C#C,OC1COC1(CC)CC,135.2767871,5,7.746578304
O=C1COC1(C#C)C#N,OC1COC1(CC)CN,106.4740019,5,7.687767549
O=C1COC1(C#N)C#N,OC1COC1(CN)CN,83.5985455,5,7.629843029
O=C1NCC1(C#C)C#C,OC1NCC1(CC)CC,115.3707712,5,7.805616621
O=C1OCC1(C#C)C#C,OC1OCC1(CC)CC,119.8304455,5,7.746578304
O=C1OCC1(C#C)C#N,OC1OCC1(CC)CN,90.6285843,5,7.687767549
O=C1OCC1(C#N)C#N,OC1OCC1(CN)CN,64.3872369,5,7.629843029
N=C1OCC1C#CC#C,NC1OCC1CCCC,121.6268126,5,7.805616621
N=C1OCC1C#CC#N,NC1OCC1CCCN,94.565259,5,7.745909486
O=C1CCC1C#CC#C,OC1CCC1CCCC,119.4387209,5,7.866251376
O=C1CCC1C#CC#N,OC1CCC1CCCN,89.4733643,5,7.805616621
O=C1CNC1C#CC#C,OC1CNC1CCCC,121.9402973,5,7.805616621
O=C1CNC1C#CC#N,OC1CNC1CCCN,94.0916188,5,7.745909486
O=C1COC1C#CC#C,OC1COC1CCCC,124.8651043,5,7.746578304
O=C1COC1C#CC#N,OC1COC1CCCN,98.2430594,5,7.687767549
O=C1NCC1C#CC#C,OC1NCC1CCCC,111.4918575,5,7.805616621
O=C1NCC1C#CC#N,OC1NCC1CCCN,79.2974514,5,7.745909486
O=C1OCC1C#CC#C,OC1OCC1CCCC,111.5375412,5,7.746578304
O=C1OCC1C#CC#N,OC1OCC1CCCN,84.5069685,5,7.687767549
N=C1CC(=CCO1)C#C,NC1CC(CCO1)CC,108.2841529,4,6.244493297
N=C1CC(=CCO1)C#N,NC1CC(CCO1)CN,76.75846163,4,6.196727589
N=C1CCN=C(N1)C#N,NC1CCNC(N1)CN,53.5943315,4,6.196192627
N=C1NC(=CCO1)C#C,NC1NC(CCO1)CC,102.5270878,4,6.196727589
N=C1NC(=CCO1)C#N,NC1NC(CCO1)CN,71.66696075,4,6.149687078
O=C1CC(=CCN1)C#C,OC1CC(CCN1)CC,95.6075825,4,6.244493297
O=C1CC(=CCN1)C#N,OC1CC(CCN1)CN,53.90873513,4,6.196727589
O=C1CC(=CCO1)C#C,OC1CC(CCO1)CC,102.5500609,4,6.197262643
O=C1CC(=CCO1)C#N,OC1CC(CCO1)CN,66.20132613,4,6.150214039
O=C1CCC=C(C1)C#C,OC1CCCC(C1)CC,104.1181408,4,6.293001101
O=C1CCC=C(C1)C#N,OC1CCCC(C1)CN,72.40800813,4,6.244493297
O=C1CCC=C(N1)C#C,OC1CCCC(N1)CC,90.0887815,4,6.244493297
O=C1CCC=C(N1)C#N,OC1CCCC(N1)CN,52.16146488,4,6.196727589
O=C1CCN=C(N1)C#C,OC1CCNC(N1)CC,83.27626537,4,6.196727589
O=C1CCN=C(O1)C#C,OC1CCNC(O1)CC,97.16056575,4,6.150214039
O=C1CCN=C(O1)C#N,OC1CCNC(O1)CN,63.62964888,4,6.103874423
O=C1NC(=CCO1)C#C,OC1NC(CCO1)CC,89.89712,4,6.150214039
O=C1NC(=CCO1)C#N,OC1NC(CCO1)CN,55.25036562,4,6.103874423
O=C1NCC=C(N1)C#C,OC1NCCC(N1)CC,85.14365225,4,6.196727589
O=C1NCC=C(N1)C#N,OC1NCCC(N1)CN,46.75096575,4,6.149687078
N=C1OCC=C1CC#C,NC1OCCC1CCC,105.2851755,4,6.244493297
N=C1OCC=C1CC#N,NC1OCCC1CCN,62.4475175,4,6.196727589
O=C1CCC=C1CC#C,OC1CCCC1CCC,101.6987425,4,6.293001101
O=C1CCC=C1CC#N,OC1CCCC1CCN,61.34546387,4,6.244493297
O=C1NCC=C1CC#C,OC1NCCC1CCC,91.19871163,4,6.244493297
O=C1NCC=C1CC#N,OC1NCCC1CCN,48.86121138,4,6.196727589
O=C1OCC=C1CC#C,OC1OCCC1CCC,95.83797012,4,6.197262643
O=C1OCC=C1CC#N,OC1OCCC1CCN,54.28549438,4,6.150214039
N=C1OCC=CC1C#C,NC1OCCCC1CC,122.910157,4,6.244493297
N=C1OCC=CC1C#N,NC1OCCCC1CN,77.62093838,4,6.196727589
O=C1CCC=CC1C#C,OC1CCCCC1CC,109.3120361,4,6.293001101
O=C1CCC=CC1C#N,OC1CCCCC1CN,71.54815688,4,6.244493297
O=C1CNC=NC1C#C,OC1CNCNC1CC,105.3947901,4,6.196727589
O=C1CNC=NC1C#N,OC1CNCNC1CN,67.88624075,4,6.149687078
O=C1COC=NC1C#C,OC1COCNC1CC,108.685198,4,6.150214039
O=C1NCC=CC1C#C,OC1NCCCC1CC,104.6649011,4,6.244493297
O=C1NCC=CC1C#N,OC1NCCCC1CN,54.12927713,4,6.196727589
O=C1OCC=CC1C#C,OC1OCCCC1CC,111.1695774,4,6.197262643
O=C1OCC=CC1C#N,OC1OCCCC1CN,71.77920087,4,6.150214039
N=C1OCCC(=C1)C#C,NC1OCCC(C1)CC,101.5405561,4,6.244493297
N=C1OCCC(=C1)C#N,NC1OCCC(C1)CN,66.8163495,4,6.196727589
O=C1CCCC(=C1)C#C,OC1CCCC(C1)CC,101.181519,4,6.293001101
O=C1CCCC(=C1)C#N,OC1CCCC(C1)CN,70.804484,4,6.244493297
O=C1CCNC(=C1)C#C,OC1CCNC(C1)CC,95.36669287,4,6.244493297
O=C1CCNC(=C1)C#N,OC1CCNC(C1)CN,66.3752655,4,6.196727589
O=C1CNCC(=C1)C#C,OC1CNCC(C1)CC,109.6533511,4,6.244493297
O=C1CNCC(=C1)C#N,OC1CNCC(C1)CN,72.28460963,4,6.196727589
O=C1COCC(=C1)C#C,OC1COCC(C1)CC,104.836215,4,6.197262643
O=C1COCC(=C1)C#N,OC1COCC(C1)CN,74.90617138,4,6.150214039
O=C1NCCC(=C1)C#C,OC1NCCC(C1)CC,93.36474913,4,6.244493297
O=C1NCCC(=C1)C#N,OC1NCCC(C1)CN,55.46434387,4,6.196727589
O=C1OCCC(=C1)C#C,OC1OCCC(C1)CC,97.21373213,4,6.197262643
O=C1OCCC(=C1)C#N,OC1OCCC(C1)CN,58.88077575,4,6.150214039
N=C1OCCC=C1C#C,NC1OCCCC1CC,114.9201041,4,6.244493297
N=C1OCCC=C1C#N,NC1OCCCC1CN,70.1612365,4,6.196727589
O=C1CCCC=C1C#C,OC1CCCCC1CC,100.9964212,4,6.293001101
O=C1CCCC=C1C#N,OC1CCCCC1CN,65.11371275,4,6.244493297
O=C1CCNC=C1C#C,OC1CCNCC1CC,100.6603572,4,6.244493297
O=C1CCNC=C1C#N,OC1CCNCC1CN,54.72657837,4,6.196727589
O=C1CNCC=C1C#C,OC1CNCCC1CC,102.7279385,4,6.244493297
O=C1CNCC=C1C#N,OC1CNCCC1CN,67.43399837,4,6.196727589
O=C1COCC=C1C#C,OC1COCCC1CC,107.2680844,4,6.197262643
O=C1COCC=C1C#N,OC1COCCC1CN,68.94628637,4,6.150214039
O=C1NCCC=C1C#C,OC1NCCCC1CC,98.88880113,4,6.244493297
O=C1NCCC=C1C#N,OC1NCCCC1CN,49.35021075,4,6.196727589
O=C1OCCC=C1C#C,OC1OCCCC1CC,103.6790259,4,6.197262643
O=C1OCCC=C1C#N,OC1OCCCC1CN,64.83081512,4,6.150214039
O=CC#CC#CC1CN1,OCCCCCC1CN1,124.3531318,5,7.805616621
O=CC#CC#CCC#C,OCCCCCCCC,128.1360272,7,10.84217734
O=CC#CC#CCC#N,OCCCCCCCN,106.7813354,7,10.75988815
O=CC#CC(=O)N1CC1,OCCCC(O)N1CC1,103.140142,4,6.150214039
O=CC#CC(=O)CC#C,OCCCC(O)CCC,118.8848279,6,9.154068547
O=CC#CC(=O)CC#N,OCCCC(O)CCN,93.61045217,6,9.085624717
O=CC#CC(C#C)C#C,OCCCC(CC)CC,136.2221921,7,10.84217734
O=CC#CC(C=O)C#C,OCCCC(CO)CC,121.3269805,6,9.154068547
O=CC#CC(C=O)C#N,OCCCC(CO)CN,96.65078117,6,9.085624717
O=CC#CC1(CC1)C#C,OCCCC1(CC1)CC,126.669873,5,7.866251376
O=CC#CC1(CC1)C#N,OCCCC1(CC1)CN,97.8130025,5,7.805616621
O=CC#CC1(CN1)C#C,OCCCC1(CN1)CC,132.787288,5,7.805616621
O=CC#CC1(CN1)C#N,OCCCC1(CN1)CN,102.9348279,5,7.745909486
O=CC#CC1(CO1)C#C,OCCCC1(CO1)CC,133.4536399,5,7.746578304
O=CC#CC1(CO1)C#N,OCCCC1(CO1)CN,105.2730982,5,7.687767549
O=CC#CC1(CC1)C=O,OCCCC1(CC1)CO,102.3321444,4,6.197262643
O=CC#CC1(CN1)C=O,OCCCC1(CN1)CO,104.6504609,4,6.150214039
O=CC#CC1(CO1)C=O,OCCCC1(CO1)CO,112.4541033,4,6.104393562
O=CC#CC1=NCCN1,OCCCC1NCCN1,98.63018938,4,6.196727589
O=CC#CC1=NCCO1,OCCCC1NCCO1,104.3380264,4,6.150214039
N=C1CC(O1)C#CC=O,NC1CC(O1)CCCO,106.6524046,4,6.150214039
O=CC#CC1CC(=O)N1,OCCCC1CC(O)N1,87.4422775,4,6.150214039
O=CC#CC1CC(=O)O1,OCCCC1CC(O)O1,92.79435925,4,6.104393562
O=CC#CC1CC1C#C,OCCCC1CC1CC,126.3112297,5,7.866251376
O=CC#CC1CC1C#N,OCCCC1CC1CN,94.4481617,5,7.805616621
O=CC#CC1NC1C#C,OCCCC1NC1CC,131.989136,5,7.805616621
O=CC#CC1NC1C#N,OCCCC1NC1CN,100.8680343,5,7.745909486
O=CC#CC1OC1C#C,OCCCC1OC1CC,133.7981055,5,7.746578304
O=CC#CC1OC1C#N,OCCCC1OC1CN,102.7715218,5,7.687767549
O=CC#CC1CN1C=O,OCCCC1CN1CO,100.2855671,4,6.150214039
O=CC#CC1CN=CO1,OCCCC1CNCO1,99.44278163,4,6.150214039
N=C1OCC1C#CC=O,NC1OCC1CCCO,102.0807528,4,6.150214039
O=CC#CC1CNC1=O,OCCCC1CNC1O,86.05141888,4,6.150214039
O=CC#CC1COC1=O,OCCCC1COC1O,90.69921025,4,6.104393562
O=CC#CC1NCC1=O,OCCCC1NCC1O,104.893976,4,6.150214039
O=CC#CC1COC=N1,OCCCC1COCN1,102.930102,4,6.150214039
O=CC#CC1OCC=C1,OCCCC1OCCC1,123.3893108,4,6.197262643
O=CC#CCC#CC#C,OCCCCCCCC,128.0182548,7,10.84217734
O=CC#CCC#CC#N,OCCCCCCCN,108.5374199,7,10.75988815
O=CC#CCC(=O)C#C,OCCCCC(O)CC,118.6091504,6,9.154068547
O=CC#CCC(=O)C#N,OCCCCC(O)CN,97.51413308,6,9.085624717
O=CC#CCCCC#C,OCCCCCCCC,123.1737572,5,7.744412387
O=CC#CCCCC#N,OCCCCCCCN,91.8457661,5,7.68563439
O=CC#CCNCC#C,OCCCCNCCC,128.7697479,5,7.68563439
O=CC#CCNCC#N,OCCCCNCCN,96.3584755,5,7.62774189
O=CC#CCOCC#C,OCCCCOCCC,132.8271956,5,7.628390456
O=CC#CCOCC#N,OCCCCOCCN,101.0113866,5,7.571353931
O=CC(=O)C#CC1CN1,OCC(O)CCC1CN1,106.5769215,4,6.150214039
O=CC(=O)C#CCC#C,OCC(O)CCCCC,118.8611984,6,9.154068547
O=CC(=O)C#CCC#N,OCC(O)CCCCN,95.05797783,6,9.085624717
O=CC(=O)C(=O)CC#C,OCC(O)C(O)CCC,105.6249152,5,7.515793548
O=CC(=O)C(C#C)C#C,OCC(O)C(CC)CC,121.9811676,6,9.154068547
O=CC(=O)C(C#C)C#N,OCC(O)C(CC)CN,99.13931758,6,9.085624717
O=CC(=O)C1(CC1)C#C,OCC(O)C1(CC1)CC,106.2493904,4,6.197262643
O=CC(=O)C1(CC1)C#N,OCC(O)C1(CC1)CN,73.5428805,4,6.150214039
O=CC(=O)C1(CN1)C#C,OCC(O)C1(CN1)CC,110.0038554,4,6.150214039
O=CC(=O)C1(CN1)C#N,OCC(O)C1(CN1)CN,71.949202,4,6.103874423
O=CC(=O)C1(CO1)C#C,OCC(O)C1(CO1)CC,119.0729888,4,6.104393562
O=CC(=O)C1(CO1)C#N,OCC(O)C1(CO1)CN,78.9619125,4,6.058739292
O=CC(=O)C1CC1C#C,OCC(O)C1CC1CC,107.5831444,4,6.197262643
O=CC(=O)C1CC1C#N,OCC(O)C1CC1CN,66.61287325,4,6.150214039
O=CC(=O)C1NC1C#C,OCC(O)C1NC1CC,112.6221353,4,6.150214039
O=CC(=O)C1NC1C#N,OCC(O)C1NC1CN,72.8444975,4,6.103874423
O=CC(=O)C1OC1C#C,OCC(O)C1OC1CC,112.9529483,4,6.104393562
O=CC(=O)C1OC1C#N,OCC(O)C1OC1CN,81.28876188,4,6.058739292
O=CC(=O)N1CC1C#C,OCC(O)N1CC1CC,106.2231354,4,6.150214039
O=CC(=O)N1CC1C#N,OCC(O)N1CC1CN,70.05490375,4,6.103874423
O=CC(=O)CC#CC#C,OCC(O)CCCCC,113.7812935,6,9.154068547
O=CC(=O)CC#CC#N,OCC(O)CCCCN,91.6693325,6,9.085624717
N=C(NC(=N)C#C)C=O,NC(NC(N)CC)CO,96.959715,5,7.570715026
N=C(NC(=N)C#N)C=O,NC(NC(N)CN)CO,70.799233,5,7.514534529
N=C(NC(=O)C#C)C=O,NC(NC(O)CC)CO,93.1390874,5,7.515163986
N=C(NC(=O)C=O)C#C,NC(NC(O)CO)CC,98.2189048,5,7.515163986
N=C(OC(=O)C=O)C#C,NC(OC(O)CO)CC,105.5913088,5,7.460422232
N=C(OC(=O)C=O)C#N,NC(OC(O)CO)CN,76.3500651,5,7.405860827
O=CC(=O)NC(=O)C#C,OCC(O)NC(O)CC,89.1887601,5,7.460422232
N=C(NC(=N)C=O)C=O,NC(NC(N)CO)CO,73.51268725,4,5.96784153
N=C(OC(=O)C=O)C=O,NC(OC(O)CO)CO,75.11752412,4,5.882155381
N=C(NCCC#C)C=O,NC(NCCCC)CO,101.8418323,4,6.102193512
N=C(NCCC#N)C=O,NC(NCCCN)CO,60.71600025,4,6.056572021
O=CC(=O)CCCC#C,OCC(O)CCCCC,101.7834149,4,6.102712364
O=CC(=O)CCCC#N,OCC(O)CCCCN,63.5817335,4,6.057083145
O=CC(=O)CNCC#C,OCC(O)CNCCC,105.91267,4,6.057083145
O=CC(=O)CNCC#N,OCC(O)CNCCN,69.97285688,4,6.012131189
O=CC(=O)COCC#C,OCC(O)COCCC,117.1911616,4,6.012634838
O=CC(=O)COCC#N,OCC(O)COCCN,83.20865875,4,5.968337786
O=CC(=O)NCCC#C,OCC(O)NCCCC,82.89294237,4,6.057083145
O=CC(=O)NCCC#N,OCC(O)NCCCN,46.7312745,4,6.012131189
O=CC(=O)OCCC#C,OCC(O)OCCCC,93.20328088,4,6.012634838
O=CC(=O)OCCC#N,OCC(O)OCCCN,57.68420413,4,5.968337786
O=CC(C#C)(C#C)C#C,OCC(CC)(CC)CC,137.5311914,7,10.84217734
O=CC(C#C)(C#C)C#N,OCC(CC)(CC)CN,119.2850916,7,10.75988815
O=CC(C#C)(C#N)C#N,OCC(CC)(CN)CN,99.27240543,7,10.67883865
O=CC(C#N)(C#N)C#N,OCC(CN)(CN)CN,82.47520657,7,10.59900104
O=CC(C#C)C#CC#C,OCC(CC)CCCC,130.5301081,7,10.84217734
O=CC(C#C)C#CC#N,OCC(CC)CCCN,111.2784419,7,10.75988815
O=CC(C#N)C#CC#C,OCC(CN)CCCC,110.0602099,7,10.75988815
O=CC(C#N)C#CC#N,OCC(CN)CCCN,92.85193271,7,10.67883865
O=CC(C#C)C(=O)C#C,OCC(CC)C(O)CC,120.0404855,6,9.154068547
O=CC(C=O)(C#C)C#C,OCC(CO)(CC)CC,121.0705567,6,9.154068547
O=CC(C=O)(C#C)C#N,OCC(CO)(CC)CN,100.7373719,6,9.085624717
O=CC(C=O)(C#N)C#N,OCC(CO)(CN)CN,77.81281867,6,9.018196783
O=CC(C=O)(C=O)C#C,OCC(CO)(CO)CC,102.7846493,5,7.515793548
O=CC(C=O)(C=O)C#N,OCC(CO)(CO)CN,77.0631509,5,7.460422232
O=CC(C=O)C#CC#C,OCC(CO)CCCC,118.5614538,6,9.154068547
N=C(C#C)N(C=O)C=O,NC(CC)N(CO)CO,90.8491263,5,7.515163986
N=CN(C=N)C(=N)C#C,NCN(CN)C(N)CC,95.4521529,5,7.627093434
N=CN(C=N)C(=N)C#N,NCN(CN)C(N)CN,66.9003655,5,7.57007623
N=CN(C=N)C(=O)C#C,NCN(CN)C(O)CC,89.860363,5,7.570715026
N=CN(C=N)C(=O)C#N,NCN(CN)C(O)CN,63.3181333,5,7.514534529
N=CN(C=O)C(=N)C#C,NCN(CO)C(N)CC,86.4304098,5,7.570715026
N=CN(C=O)C(=N)C#N,NCN(CO)C(N)CN,61.5427702,5,7.514534529
N=CN(C=O)C(=O)C#C,NCN(CO)C(O)CC,89.4528854,5,7.515163986
N=CN(C=O)C(=O)C#N,NCN(CO)C(O)CN,59.588348,5,7.459801912
O=CN(C=O)C(=O)C#C,OCN(CO)C(O)CC,80.0110623,5,7.460422232
O=CN(C=O)C(=O)C#N,OCN(CO)C(O)CN,60.1507301,5,7.405860827
N=C(C=O)N(C=O)C=O,NC(CO)N(CO)CO,62.02612475,4,5.924688661
N=CN(C=N)C(=N)C=O,NCN(CN)C(N)CO,62.938486,4,6.011627623
N=CN(C=N)C(=O)C=O,NCN(CN)C(O)CO,72.23669425,4,5.96784153
N=CN(C=O)C(=N)C=O,NCN(CO)C(N)CO,52.33015325,4,5.96784153
N=CN(C=O)C(=O)C=O,NCN(CO)C(O)CO,57.91459175,4,5.924688661
O=CN(C=O)C(=O)C=O,OCN(CO)C(O)CO,55.52604312,4,5.882155381
N=CN(CC#N)CC#N,NCN(CCN)CCN,60.197464,5,7.627093434
O=CC(CC#C)CC#C,OCC(CCC)CCC,126.2224878,5,7.744412387
O=CC(CC#C)CC#N,OCC(CCC)CCN,93.5365881,5,7.68563439
O=CC(CC#N)CC#N,OCC(CCN)CCN,63.9424772,5,7.62774189
O=CN(CC#C)CC#C,OCN(CCC)CCC,112.2117696,5,7.68563439
O=CN(CC#C)CC#N,OCN(CCC)CCN,81.9061482,5,7.62774189
O=CN(CC#N)CC#N,OCN(CCN)CCN,53.6190112,5,7.570715026
O=CC(CCC#C)C#C,OCC(CCCC)CC,126.4257015,5,7.744412387
O=CC(CCC#C)C#N,OCC(CCCC)CN,95.6149339,5,7.68563439
O=CC(CCC#N)C#C,OCC(CCCN)CC,94.3683465,5,7.68563439
O=CC(CCC#N)C#N,OCC(CCCN)CN,61.7969186,5,7.62774189
O=CC(NCC#C)C#C,OCC(NCCC)CC,129.7810905,5,7.68563439
O=CC(NCC#C)C#N,OCC(NCCC)CN,100.7178557,5,7.62774189
O=CC(NCC#N)C#C,OCC(NCCN)CC,98.1453908,5,7.62774189
O=CC(NCC#N)C#N,OCC(NCCN)CN,71.1846564,5,7.570715026
O=CC(OCC#C)C#C,OCC(OCCC)CC,134.8125987,5,7.628390456
O=CC(OCC#C)C#N,OCC(OCCC)CN,103.990804,5,7.571353931
O=CC(OCC#N)C#C,OCC(OCCN)CC,102.053185,5,7.571353931
O=CC(OCC#N)C#N,OCC(OCCN)CN,77.2516618,5,7.515163986
N=CN(CCC#C)C=O,NCN(CCCC)CO,86.15381338,4,6.102193512
N=CN(CCC#N)C=O,NCN(CCCN)CO,43.30434063,4,6.056572021
O=CC(CCC#C)C=O,OCC(CCCC)CO,107.267428,4,6.102712364
O=CC(CCC#N)C=O,OCC(CCCN)CO,65.13931138,4,6.057083145
O=CC(NCC#C)C=O,OCC(NCCC)CO,109.0402969,4,6.057083145
O=CC(NCC#N)C=O,OCC(NCCN)CO,72.23078688,4,6.012131189
O=CC(OCC#C)C=O,OCC(OCCC)CO,114.31427,4,6.012634838
O=CC(OCC#N)C=O,OCC(OCCN)CO,66.7900945,4,5.968337786
O=CN(CCC#C)C=O,OCN(CCCC)CO,79.6760485,4,6.057083145
O=CN(CCC#N)C=O,OCN(CCCN)CO,43.6384355,4,6.012131189
N=C1CC(N1)(C=O)C#N,NC1CC(N1)(CO)CN,72.14874,4,6.149687078
N=C1CC(O1)(C=O)C#C,NC1CC(O1)(CO)CC,113.8922209,4,6.150214039
N=C1CC(O1)(C=O)C#N,NC1CC(O1)(CO)CN,75.84872588,4,6.103874423
O=CC1(CC(=O)C1)C#C,OCC1(CC(O)C1)CC,102.6544245,4,6.197262643
O=CC1(CC(=O)C1)C#N,OCC1(CC(O)C1)CN,65.353946,4,6.150214039
O=CC1(CC(=O)N1)C#C,OCC1(CC(O)N1)CC,95.28595875,4,6.150214039
O=CC1(CC(=O)O1)C#C,OCC1(CC(O)O1)CC,94.45039337,4,6.104393562
O=CC1(CC(=O)O1)C#N,OCC1(CC(O)O1)CN,63.51412688,4,6.058739292
O=CC1(CC1)C#CC#C,OCC1(CC1)CCCC,119.7170239,5,7.866251376
O=CC1(CC1)C#CC#N,OCC1(CC1)CCCN,91.3227665,5,7.805616621
O=CC1(CN1)C#CC#C,OCC1(CN1)CCCC,124.9496454,5,7.805616621
O=CC1(CN1)C#CC#N,OCC1(CN1)CCCN,96.8352663,5,7.745909486
O=CC1(CO1)C#CC#C,OCC1(CO1)CCCC,126.4645589,5,7.746578304
O=CC1(CO1)C#CC#N,OCC1(CO1)CCCN,100.173327,5,7.687767549
O=CC1(CC1)C(=O)C#C,OCC1(CC1)C(O)CC,102.898596,4,6.197262643
O=CC1(CC1)C(=O)C#N,OCC1(CC1)C(O)CN,65.5508585,4,6.150214039
O=CC1(CN1)C(=O)C#C,OCC1(CN1)C(O)CC,105.198534,4,6.150214039
O=CC1(CN1)C(=O)C#N,OCC1(CN1)C(O)CN,71.03158975,4,6.103874423
O=CC1(CO1)C(=O)C#C,OCC1(CO1)C(O)CC,111.8535201,4,6.104393562
O=CC1(CO1)C(=O)C#N,OCC1(CO1)C(O)CN,78.90218238,4,6.058739292
O=CC1(CC1C#C)C#C,OCC1(CC1CC)CC,126.1804798,5,7.866251376
O=CC1(CC1C#C)C#N,OCC1(CC1CC)CN,94.2045153,5,7.805616621
